comparison,diff,lwr,upr,p adj,time_delta,test,padj_method,variable
Neomycin+ColiGuard-ColiGuard,-2.44835559702173,-19.3498722446954,14.453161050652,0.998151920991893,t0_t8,anova,TukeyHSD,unrooted_PD
Neomycin+D-Scour-Neomycin,-1.13118282496192,-18.0326994726356,15.7703338227118,0.999957680504188,t0_t8,anova,TukeyHSD,unrooted_PD
Neomycin+ColiGuard-Neomycin,-3.8684861823101,-20.7700028299838,13.0330304653636,0.984444563447276,t0_t8,anova,TukeyHSD,unrooted_PD
Neomycin+ColiGuard-Neomycin+D-Scour,-2.73730335734818,-19.6388200050219,14.1642132903255,0.996856195690255,t0_t8,anova,TukeyHSD,unrooted_PD
D-Scour-Control,-2.30911246610478,-13.9492987417215,9.33107380951191,0.991884426015204,t0_t8,anova,TukeyHSD,BWPD
ColiGuard-Control,-2.47540789765485,-14.1155941732715,9.16477837796185,0.988840670398351,t0_t8,anova,TukeyHSD,BWPD
Neomycin-Control,-8.6476830513352,-20.2878693269519,2.99250322428149,0.260713541752269,t0_t8,anova,TukeyHSD,BWPD
Neomycin+D-Scour-Control,-5.29456985484628,-16.934756130463,6.34561642077041,0.764562590533172,t0_t8,anova,TukeyHSD,BWPD
Neomycin+ColiGuard-Control,-2.50472815954611,-14.1449144351628,9.13545811607058,0.988227059804753,t0_t8,anova,TukeyHSD,BWPD
ColiGuard-D-Scour,-0.166295431550068,-11.8064817071668,11.4738908440666,0.999999980828854,t0_t8,anova,TukeyHSD,BWPD
Neomycin-D-Scour,-6.33857058523042,-17.9787568608471,5.30161569038627,0.602597965316565,t0_t8,anova,TukeyHSD,BWPD
Neomycin+D-Scour-D-Scour,-2.9854573887415,-14.6256436643582,8.65472888687519,0.974265991113156,t0_t8,anova,TukeyHSD,BWPD
Neomycin+ColiGuard-D-Scour,-0.195615693441329,-11.835801969058,11.4445705821754,0.999999956839153,t0_t8,anova,TukeyHSD,BWPD
Neomycin-ColiGuard,-6.17227515368035,-17.812461429297,5.46791112193634,0.629612363259535,t0_t8,anova,TukeyHSD,BWPD
Neomycin+D-Scour-ColiGuard,-2.81916195719144,-14.4593482328081,8.82102431842526,0.979992059255907,t0_t8,anova,TukeyHSD,BWPD
Neomycin+ColiGuard-ColiGuard,-0.0293202618912614,-11.669506537508,11.6108660137254,0.999999999996769,t0_t8,anova,TukeyHSD,BWPD
Neomycin+D-Scour-Neomycin,3.35311319648892,-8.28707307912777,14.9932994721056,0.957686587358739,t0_t8,anova,TukeyHSD,BWPD
Neomycin+ColiGuard-Neomycin,6.14295489178909,-5.4972313838276,17.7831411674058,0.634350649518544,t0_t8,anova,TukeyHSD,BWPD
Neomycin+ColiGuard-Neomycin+D-Scour,2.78984169530017,-8.85034458031652,14.4300279709169,0.980897518914128,t0_t8,anova,TukeyHSD,BWPD
